sample_id,date,year,month,month_num,season,location,latitude,longitude,tide_type,tide_phase,sampling_start,sampling_end,time,hour,interval_hr,weather,wind_speed_kmh,wind_direction,water_temp_c,depth_m,ph,ec_ms_cm,salinity_ppt,do_mg_l,orp_mv,turbidity_ntu,tds_ppt,tss_mg_l,nh3_n_mg_l,nitrate_mg_l,sulphate_mg_l,phosphate_mg_l,alkalinity_mg_l,hardness_titration_ml,hardness_total_mg_l,fe_mg_l,oil_grease_mg_l,remarks
J_34_8_4_2023,8/4/2023,2023,August,8,Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,1:00 PM,1,2,Cloudy,16.9,S,30.2,10.6,7.77,2.26,1.19,4.9,125.5,485,1.13,736,0.26,1.4,67,0.8,400,28,140,0.07,96.7,N/A
J_35_8_4_2023,8/4/2023,2023,August,8,Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,3:00 PM,3,2,Cloudy,14.4,S,30.2,10,7.81,2.33,1.23,5,107.9,240,1.17,363,0.28,0.1,69,0.7,420,38,190,0.07,111.2,"Heavy rain from 3pm to 3:10pm, Low tide starts at 3pm, ship passed"
J_36_8_4_2023,8/4/2023,2023,August,8,Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,5:00 PM,5,2,Cloudy,17.6,S,30.2,9.6,7.76,2.8,1.49,5.2,127,127,1.4,186,0.31,1.4,71,0.5,490,32,160,0.06,150.7,N/A
J_37_8_28_2023,8/28/2023,2023,August,8,Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,7:30 AM,7.5,2,Cloudy and foggy,14.7,S,30.05,10.4,7.73,0.517,0.25,8.66,215.2,146,0.259,270,0.05,1,14,0.7,170,19,95,0.05,86.4,N/A
J_38_8_28_2023,8/28/2023,2023,August,8,Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,9:00 AM,9,2,Cloudy,20,W,30.08,10.9,7.84,0.609,0.29,8.7,196,194,0.304,331,0.08,2.2,17,0.8,20,13,65,0.07,172.3,High wind speed
J_39_8_28_2023,8/28/2023,2023,August,8,Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,11:00 AM,11,2,Sunny,3.9,N,29.29,10.3,7.82,0.602,0.29,8.55,219.3,116,0.301,229,0.04,1.2,17,0.7,30,15,75,0.06,166.5,Rain from 9am to 10am
J_40_8_28_2023,8/28/2023,2023,August,8,Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,1:00 PM,1,2,Sunny ,2.1,SE,30.06,8.7,7.83,0.586,0.28,8.93,176.5,87.3,0.293,178,0.04,1.9,16,0.6,110,14,70,0.07,229.7,N/A
J_41_8_28_2023,8/28/2023,2023,August,8,Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,3:00 PM,3,2,Sunny,1.8,S,30.16,6.9,7.81,0.504,0.24,8.78,170.2,200,0.252,452,0.11,2.7,13,0.7,20,14,70,0.09,144.4,"Ship passed, speed boat passed"
J_42_8_28_2023,8/28/2023,2023,August,8,Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,5:00 PM,5,2,Sunny,2.5,S,30.14,7.5,7.84,0.639,0.3,8.41,168.9,255,0.31,380,0.1,2.4,17,0.7,60,17,85,0.08,140.7,N/A
J_43_9_24_2023,9/24/2023,2023,September,9,Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,7:30 AM,7.5,2,Sunny,10.4,S,29.93,10.6,7.8,0.599,0.29,6.79,203.2,113,0.3,178,0.02,0.1,15,1,150,10,50,0.08,202.7,N/A
J_44_9_24_2023,9/24/2023,2023,September,9,Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,9:00 AM,9,2,Sunny,13.6,S,30.04,9.9,7.88,0.593,0.28,6.33,188.4,115,0.297,175,0.04,2.6,23,1.2,90,6,30,0.07,248.4,N/A
J_45_9_24_2023,9/24/2023,2023,September,9,Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,11:00 AM,11,2,Sunny,19,S,30.1,8,7.92,0.523,0.25,6.5,203.2,183,0.262,262,0.01,3.2,14,1.2,110,7,35,0.07,261.2,High wave
J_46_9_24_2023,9/24/2023,2023,September,9,Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,1:00 PM,1,2,Cloudy,10.4,S,30.01,7.3,7.94,0.47,0.22,6.54,204.5,154,0.235,235,0.09,3.2,11,1.1,120,6,30,0.06,311.2,High wave
J_47_9_24_2023,9/24/2023,2023,September,9,Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,3:00 PM,3,2,Rainy,12.9,S,30.01,8.8,7.95,0.544,0.26,6.51,204,140,0.272,200,0.25,3.6,14,1,100,11,55,0.06,231.3,Heavy rain from 1:30pm to 2:10pm
J_48_9_24_2023,9/24/2023,2023,September,9,Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,5:00 PM,5,2,Cloudy,7.9,S,29.94,9.1,7.93,0.511,0.24,6.52,185,112,0.256,186,0.3,5.3,14,1,70,10,50,0.1,232,N/A
J_49_9_30_2023,9/30/2023,2023,Octobor,10,Post Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,7:00 AM,7,2,Cloudy,11.5,E,28.89,6,7.17,0.428,0.2,5.81,97.9,452,0.215,784,0.09,0.5,21,0.9,100,11,55,0.08,205.7,High wave (light rain from 6am to 7am)
J_50_9_30_2023,9/30/2023,2023,Octobor,10,Post Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,9:00 AM,9,2,Sunny,20.8,E,29.91,9.2,7.78,0.492,0.24,5.28,106.2,411,0.244,591,0.16,1.5,18,0.8,120,21,105,0.06,188.2,N/A
J_51_9_30_2023,9/30/2023,2023,Octobor,10,Post Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,11:00 AM,11,2,Sunny,21.9,E,29.93,11.5,7.73,0.83,0.4,5.27,119.6,526,0.417,720,0.03,1.8,16,1.1,70,35,175,0.07,197.8,Rain for 10 minutes)
J_52_9_30_2023,9/30/2023,2023,Octobor,10,Post Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,1:00 PM,1,2,Sunny,24.1,E,30.06,11,7.81,0.905,0.44,5.08,104.5,396,0.453,654,0.07,2.1,17,1.5,60,19,95,0.08,213.2,N/A
J_53_9_30_2023,9/30/2023,2023,Octobor,10,Post Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,3:00 PM,3,2,Sunny,19,E,30.04,10.4,7.77,0.911,0.44,5.22,111.6,349,0.456,456,0.12,2,15,1.3,110,22,110,0.09,228.1,"Ship passed, heavy rain from 1:50pm to 2:30pm"
J_54_9_30_2023,9/30/2023,2023,Octobor,10,Post Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,5:00 PM,5,2,Sunny,25.2,E,29.94,10.1,7.81,0.786,0.38,5.36,104.3,297,0.393,437,0.09,1.9,16,1.2,80,18,90,0.06,235.3,N/A
J_55_10_21_2023,10/21/2023,2023,Octobor,10,Post Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,7:30 AM,7.5,2,Sunny,12.6,N ,29.81,9.4,7.73,0.422,0.2,5.69,98,337,0.211,482,0.09,0.1,9,1.2,100,10,50,0,310.2,N/A
J_56_10_21_2023,10/21/2023,2023,Octobor,10,Post Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,9:00 AM,9,2,Sunny,13.3,N,29.94,8.1,7.72,0.377,0.18,5.78,114.3,428,0.189,543,0.61,0.5,8,1.3,50,13,65,0,314.5,N/A
J_57_10_21_2023,10/21/2023,2023,Octobor,10,Post Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,11:00 AM,11,2,Sunny,9,N,30.12,7,7.8,0.365,0.17,5.78,167.3,254,0.183,332,0.22,2.3,7,1.1,100,13,65,0,295.1,N/A
J_58_10_21_2023,10/21/2023,2023,Octobor,10,Post Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,1:00 PM,1,2,Sunny,7.9,N,30.23,9.3,7.79,0.35,0.16,5.79,174.4,200,0.175,282,0.38,1.4,7,1.5,50,12,60,0,338.7,N/A
J_59_10_21_2023,10/21/2023,2023,Octobor,10,Post Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,3:00 PM,3,2,Sunny,10.8,N,30.24,9.8,7.74,0.386,0.18,5.86,170.1,208,0.193,294,0.32,1.5,9,1.2,100,13,65,0,301.5,Cargo ship passed 
J_60_10_21_2023,10/21/2023,2023,Octobor,10,Post Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,5:00 PM,5,2,Sunny,5.4,NW,30.17,10.5,7.78,0.395,0.19,5.71,163.7,200,0.197,301,0.82,0.5,8,1.4,60,15,75,0,271.3,N/A
J_61_10_30_2023,10/30/2023,2023,Octobor,10,Post Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:30,17:00,7:30 AM,7.5,2,Sunny and foggy,8.6,N,28.88,5.8,7.51,0.447,0.21,5.77,177.5,473,0.223,737,0.06,3.2,9,2.1,80,21,105,0,310.3,N/A
J_62_10_30_2023,10/30/2023,2023,Octobor,10,Post Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:30,17:00,9:00 AM,9,2,Sunny,7.8,NE,28.8,7.3,7.65,0.554,0.27,5.56,193.5,263,0.277,365,0.04,3,10,2.4,110,19,95,0,298.6,N/A
J_63_10_30_2023,10/30/2023,2023,Octobor,10,Post Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:30,17:00,11:00 AM,11,2,Sunny,7.6,NE,28.91,9.3,7.69,0.612,0.29,5.55,203.2,406,0.305,626,0.04,1.8,15,3.2,100,27,135,0,251.5,LP ship passed at 11:13 am
J_64_10_30_2023,10/30/2023,2023,Octobor,10,Post Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:30,17:00,1:00 PM,1,2,Sunny,7.3,N,29.08,11.7,7.74,0.802,0.39,5.51,116.7,363,0.4,504,0.03,2.9,19,1.8,70,18,90,0,201.7,N/A
J_65_10_30_2023,10/30/2023,2023,Octobor,10,Post Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:30,17:00,3:00 PM,3,2,Suny,4.5,N,29.25,9.9,7.72,0.814,0.39,5.49,121.8,172,0.407,297,0.14,2.4,18,2.5,90,22,110,0,261.2,Ship passed
J_66_10_30_2023,10/30/2023,2023,Octobor,10,Post Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:30,17:00,5:00 PM,5,2,Sunny,1,S,29.92,8.1,7.76,0.681,0.33,5.47,107.5,365,0.337,584,0.12,1.8,16,1.8,100,16,80,0,239.1,N/A
J_67_11_20_2023,11/20/2023,2023,November,11,Post Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,7:30 AM,7.5,2,Foggy,8.1,N,26.28,9.7,7.83,1.123,0.56,6.92,67.7,148,0.563,246,0.02,0.5,30,0.9,30,3,15,0.08,105.9,Ship anchored at sampling location
J_68_11_20_2023,11/20/2023,2023,November,11,Post Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,9:00 AM,9,2,Sunny,9.6,N,26.26,8.7,7.86,1.032,0.51,6.58,79.1,280,0.517,411,0.01,1.7,28,0.9,220,22,110,0.05,88.9,Ship anchored at sampling location
J_69_11_20_2023,11/20/2023,2023,November,11,Post Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,11:00 AM,11,2,Sunny,6.1,N,26.44,7.6,7.93,0.818,0.4,6.52,93.1,319,0.408,346,0.04,0.6,21,0.8,140,14,70,0.06,65.7,Ship anchored at sampling location
J_70_11_20_2023,11/20/2023,2023,November,11,Post Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,1:00 PM,1,2,Sunny,3.5,N,26.71,8.3,7.96,0.847,0.41,6.46,91.9,149,0.423,213,0.12,1.1,22,0.7,80,8,40,0.08,102.4,"Ship passed, Ship anchored at sampling location"
J_71_11_20_2023,11/20/2023,2023,November,11,Post Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,3:00 PM,3,2,Sunny,2.7,N,26.39,8.7,7.91,1.02,0.5,6.49,82.7,148,0.51,186,0.02,1.5,27,0.9,50,5,25,0.08,48.1,"LPG ship passed, huge ship movement"
J_72_11_20_2023,11/20/2023,2023,November,11,Post Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,5:00 PM,5,2,Sunny,2,N,26.54,10,7.91,1.068,0.53,6.62,76,116,0.534,194,0.01,1,28,0.8,30,3,15,0.09,52.2, Cargoship passed 
J_73_11_27_2023,11/27/2023,2023,November,11,Post Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:30,17:00,7:30 AM,7.5,2,Sunny,0.5,N,25.72,7.2,7.82,1.09,0.54,6.59,110,208,0.544,273,0.05,3.9,25,0.6,100,20,100,0.01,83.4,"Ship passed, Coal ship anchored at sampling location"
J_74_11_27_2023,11/27/2023,2023,November,11,Post Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:30,17:00,9:00 AM,9,2,Sunny,0.5,N,25.73,9.2,7.81,1.089,0.54,6.41,101.5,316,0.548,202,0.01,3.7,28,0.8,80,21,105,0.04,85.2,Coal ship anchored at sampling location
J_75_11_27_2023,11/27/2023,2023,November,11,Post Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:30,17:00,11:00 AM,11,2,Sunny,0.5,N,26.01,10.6,7.8,1.67,0.84,6.51,99.7,207,0.834,303,0.09,3.6,52,1.1,80,23,115,0.01,98.4,Coal ship anchored at sampling location
J_76_11_27_2023,11/27/2023,2023,November,11,Post Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:30,17:00,1:00 PM,1,2,Sunny,4.3,N,26.56,10.4,7.83,1.979,1.01,6.53,100.5,94,0.998,174,0.07,3.3,57,0.7,90,25,125,0.03,73.8," LPG ship passed, Ship anchored at sampling location"
J_77_11_27_2023,11/27/2023,2023,November,11,Post Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:30,17:00,3:00 PM,3,2,Sunny,2.2,N,26.41,9.3,7.81,1.489,0.74,6.58,98.5,80.7,0.742,148,0.06,4.4,46,0.6,110,18,90,0.07,56.5,"Ship passed, Ship anchored at sampling location"
J_78_11_27_2023,11/27/2023,2023,November,11,Post Monsoon,Joymoni,22.353167,89.627667,Spring,F,7:30,17:00,5:00 PM,5,2,Sunset,1,N,25.98,6.9,7.81,1.077,0.53,6.43,95.4,245,0.535,302,0.1,3.7,33,0.5,80,20,100,0.02,40.7,N/A
J_79_12_5_2023,12/5/2023,2023,December,12,Dry,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,7:30 AM,7.5,2,Cloudy and Foggy,6.7,NE,25.33,9.7,7.73,1.539,0.77,6.9,179.5,133,0.767,196,0.01,3.2,46,1,90,23,115,0.05,74.8,N/A
J_80_12_5_2023,12/5/2023,2023,December,12,Dry,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,9:00 AM,9,2,Cloudy and Foggy,10.6,N,25.31,8.3,7.85,1.405,0.7,6.81,164.6,169,0.702,265,0.03,5.8,40,1.2,90,21,105,0.04,59.9,N/A
J_81_12_5_2023,12/5/2023,2023,December,12,Dry,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,11:00 AM,11,2,Cloudy and Foggy,17.3,NE,25.37,7.7,7.89,1.142,0.56,7.1,155.9,165,0.571,216,0.03,3.2,30,1,70,23,115,0.07,68.3,N/A
J_82_12_5_2023,12/5/2023,2023,December,12,Dry,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,1:00 PM,1,2,Cloudy and Foggy,21.4,NE,25.41,8.5,7.89,1.003,0.49,6.87,176.2,137,0.501,192,0.06,2.9,26,1.1,80,25,125,0.04,90.5,"Logistics ship passed, high wind"
J_83_12_5_2023,12/5/2023,2023,December,12,Dry,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,3:00 PM,3,2,Cloudy,5.8,NE,25.32,9.7,7.94,1.215,0.61,6.91,154.5,94.4,0.61,144,0.02,2.9,32,0.9,60,18,90,0.05,76.6,N/A
J_84_12_5_2023,12/5/2023,2023,December,12,Dry,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,5:00 PM,5,2,Cloudy,3.7,NE,25.31,9.5,7.93,1.379,0.7,6.94,147,116,0.694,185,0.01,4.7,40,0.9,100,20,100,0.06,63.9,N/A
J_85_12_13_2023,12/13/2023,2023,December,12,Dry,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,7:00 AM,7,2,Foggy,9.6,N,23.69,5.9,7.63,0.918,0.45,7.34,102.5,206,0.459,286,0.07,2.2,25,0.6,80,18,90,0.02,90.8,"Ship anchored, huge cold"
J_86_12_13_2023,12/13/2023,2023,December,12,Dry,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,9:00 AM,9,2,Sunny,7.1,N,23.67,7.7,7.3,0.974,0.48,7.09,110.2,423,0.487,251,0.08,2.4,35,0.6,90,20,100,0.04,57,Ship anchored
J_87_12_13_2023,12/13/2023,2023,December,12,Dry,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,11:00 AM,11,2,Sunny,3.5,N,24.08,9.3,7.42,1.978,1.01,7.22,110.3,317,0.987,408,0.13,1.2,59,0.6,90,25,125,0.01,71.2,Ship anchored
J_88_12_13_2023,12/13/2023,2023,December,12,Dry,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,1:00 PM,1,2,Sunny,2.4,N,24.31,9,7.63,2.639,1.34,7.28,112.1,104,1.296,158,0.17,2.9,74,0.4,100,29,145,0.03,86.9,Ship anchored
J_89_12_13_2023,12/13/2023,2023,December,12,Dry,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,3:00 PM,3,2,Sunny,1.5,N,24.22,8.4,7.96,2.393,1.23,7.16,112.5,61.4,1.192,132,0.03,2.5,69,0.5,100,23,115,0.04,94.1,"Ship passed, Ship anchored"
J_90_12_13_2023,12/13/2023,2023,December,12,Dry,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,5:00 PM,5,2,Sunset and cloudy,1.2,N,23.88,7,7.98,1.418,0.72,7.16,107.1,281,0.716,360,0.09,1.4,43,0.7,90,21,105,0.03,63.5,N/A
J_91_1_20_2024,1/20/2024,2024,January,1,Dry,Joymoni,22.353167,89.627667,Neap,R,7:00,17:00,7:00 AM,7,2,Huge Foggy,4.3,N,20.22,8.5,7.82,7.96,4.43,7.81,70.8,140,3.978,113,0.32,3.1,106,0.3,100,48,240,0.04,110,N/A
J_92_1_20_2024,1/20/2024,2024,January,1,Dry,Joymoni,22.353167,89.627667,Neap,R,7:00,17:00,9:00 AM,9,2,Huge foggy,5.3,N,20.23,8.2,7.84,7.949,4.42,7.82,70.6,48.3,3.976,89,0.36,3.7,106,0.3,120,45,225,0.03,112,Ship passed
J_93_1_20_2024,1/20/2024,2024,January,1,Dry,Joymoni,22.353167,89.627667,Neap,F,7:00,17:00,11:00 AM,11,2,Foggy,5,N,20.29,7.1,7.91,7.515,4.17,7.76,68.8,233,3.76,398,0.23,3.3,105,0.5,130,39,195,0.03,98.7,Ship anchored
J_94_1_20_2024,1/20/2024,2024,January,1,Dry,Joymoni,22.353167,89.627667,Neap,F,7:00,17:00,1:00 PM,1,2,Foggy,12.7,N,20.29,6.2,7.95,7.252,4.01,7.93,60.3,31,3.627,289,0.226,3.1,104,0.5,110,47,235,0.02,89.2,"Ship passed, ship anchored"
J_95_1_20_2024,1/20/2024,2024,January,1,Dry,Joymoni,22.353167,89.627667,Neap,F,7:00,17:00,3:00 PM,3,2,Sunny,12.7,N,20.29,6.6,7.98,7.03,3.98,7.93,62.7,97.7,3.601,149,0.33,4.2,104,0.4,120,43,215,0.03,112.2,N/A
J_96_1_20_2024,1/20/2024,2024,January,1,Dry,Joymoni,22.353167,89.627667,Neap,R,7:00,17:00,5:00 PM,5,2,Sunny and less fogg,5.5,N,20.22,7.9,7.82,7.954,4.42,7.85,69.8,153,3.977,207,0.32,3,105,0.4,140,41,205,0.02,111.1,N/A
J_97_1_28_2024,1/28/2024,2024,January,1,Dry,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,7:00 AM,7,2,Less Foggy,10.6,N,19.76,6.8,7.89,8.497,4.75,8.07,63.3,328,4.25,405,0.47,3.1,96,1.3,140,35,175,0.04,51.2,Huge cold
J_98_1_28_2024,1/28/2024,2024,January,1,Dry,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,9:00 AM,9,2,Sunny,6.8,NE,19.76,6.2,7.97,8.342,4.65,8.19,61.9,268,4.168,308,0.39,2.7,97,1.2,140,40,200,0.03,57,N/A
J_99_1_28_2024,1/28/2024,2024,January,1,Dry,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,11:00 AM,11,2,Sunny,5.3,N,20.19,7.8,7.99,8.504,4.75,8.12,62.9,61.5,4.249,140,0.6,1.9,96,0.9,200,41,205,0.02,71.2,N/A
J_100_1_28_2024,1/28/2024,2024,January,1,Dry,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,1:00 PM,1,2,Sunny,5.3,N,20.13,8.9,7.95,10.31,5.87,7.97,63.4,246,5.167,375,0.63,0.9,85,1.3,160,38,190,0.04,86.9,Ship passed
J_101_1_28_2024,1/28/2024,2024,January,1,Dry,Joymoni,22.353167,89.627667,Spring,R,7:00,17:00,3:00 PM,3,2,Sunny,12.7,N,20.38,9.1,7.97,11.16,6.38,8.04,62.8,128,5.595,173,0.64,1.9,87,0.8,180,32,160,0.04,94.1,N/A
J_102_1_28_2024,1/28/2024,2024,February,2,Dry,Joymoni,22.353167,89.627667,Spring,F,7:00,17:00,5:00 PM,5,2,Sunset and sunny,9.4,N,20.11,8.4,7.99,10.36,5.88,8.16,62.5,70,5.184,103,0.46,2.6,91,1.1,150,32,160,0.03,63.5,N/A
J_103_2_18_2024,2/18/2024,2024,February,2,Dry,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,7:30 AM,7.5,2,Huge foggy,0.2,S,22.35,8.2,7.66,15.33,8.95,7.52,33.7,28.1,7.669,36,0.95,4.9,115,0.5,100,221,1105,0.17,21,N/A
J_104_2_18_2024,2/18/2024,2024,February,2,Dry,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,9:00 AM,9,2,Sunny,0.3,S,22.56,7.4,7.73,15.09,8.8,6.86,32,52.3,7.546,66,0.9,5.1,118,0.3,100,201,1005,0.13,47.3,N/A
J_105_2_18_2024,2/18/2024,2024,February,2,Dry,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,11:00 AM,11,2,Sunny,0.3,SW,22.65,6.7,7.75,14.92,8.7,6.77,34,148,7.465,306,0.91,6.9,118,1.5,90,197,985,0.14,40.2,N/A
J_106_2_18_2024,2/18/2024,2024,February,2,Dry,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,1:00 PM,1,2,Sunny,0.1,SW,22.79,6.5,7.77,14.71,8.56,6.71,32.8,58.4,7.356,64,0.93,4.7,116,0.7,90,188,940,0.18,48.6,N/A
J_107_2_18_2024,2/18/2024,2024,February,2,Dry,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,3:00 PM,3,2,Sunny,0.1,SW,22.84,7.5,7.79,14.77,8.6,6.86,33.3,23.3,7.39,30,0.96,4,118,0.4,100,189,945,0.12,43.2,Ship passed
J_108_2_18_2024,2/18/2024,2024,February,2,Dry,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,5:00 PM,5,2,Sunny,3,SW,22.85,8.2,7.78,15.11,8.8,6.69,31.8,66.6,7.556,113,0.73,4.9,118,1.2,90,196,980,0.15,44.2,Ship passed
J_109_2_27_2024,2/27/2024,2024,February,2,Dry,Joymoni,22.353167,89.627667,Spring,F,7:30,17:00,7:30 AM,7.5,2,Sunny,8.6,N,23.57,5.4,7.67,15.93,9.32,7.44,62.9,240,7.967,479,1.01,5.7,118,0.4,100,193,965,0.08,54,N/A
J_110_2_27_2024,2/27/2024,2024,February,2,Dry,Joymoni,22.353167,89.627667,Spring,R,7:30,17:00,9:00 AM,9,2,Sunny,11.1,N,23.59,5.7,7.79,16.01,9.37,7.37,57.7,228,8.009,320,1.09,4.8,117,0.4,90,203,1015,0.08,44.6,N/A
J_111_2_27_2024,2/27/2024,2024,February,2,Dry,Joymoni,22.353167,89.627667,Spring,R,7:30,17:00,11:00 AM,11,2,Sunny,3,N,23.82,7.9,7.86,16.19,9.47,7.54,57.6,87,8.069,131,1.08,4.6,118,0.3,90,208,1040,0.07,85.3,N/A
J_112_2_27_2024,2/27/2024,2024,February,2,Dry,Joymoni,22.353167,89.627667,Spring,R,7:30,17:00,1:00 PM,1,2,Sunny,10.6,N,23.85,9,7.86,17.97,10.58,7.4,60.6,247,8.94,358,1.09,5.2,117,0.4,100,216,1080,0.12,53.3,N/A
J_113_2_27_2024,2/27/2024,2024,February,2,Dry,Joymoni,22.353167,89.627667,Spring,F,7:30,17:00,3:00 PM,3,2,Sunny,8.6,N,23.7,9.2,7.9,18.66,11.06,7.43,58.5,121,9.326,126,1.04,5.5,118,0.3,100,220,1100,0.13,60.6,N/A
J_114_2_27_2024,2/27/2024,2024,February,2,Dry,Joymoni,22.353167,89.627667,Spring,F,7:30,17:00,5:00 PM,5,2,Sunny,7.3,N,23.84,8.3,7.88,17.82,10.51,7.41,60.3,65.1,8.885,109,0.89,4.2,117,0.4,90,208,1040,0.13,62.6,N/A
J_115_3_5_2024,3/5/2024,2024,March,3,Pre Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,7:30 AM,7.5,2,Foggy,9.2,N,24.83,8.1,7.73,17.75,10.48,7.46,63.1,18.2,8.878,31,1.33,5,760,0.3,90,271,1355,0.12,37.9,N/A
J_116_3_5_2024,3/5/2024,2024,March,3,Pre Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,9:00 AM,9,2,Sunny,8.8,N,24.84,7.4,7.8,18.22,10.77,7.19,60.9,67.6,9.111,98,1.29,4.4,720,0.3,70,280,1400,0.14,48.4,N/A
J_117_3_5_2024,3/5/2024,2024,March,3,Pre Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,11:00 AM,11,2,Sunny,17.2,N,25.03,6.5,7.86,17.78,10.49,7.11,62.3,148,8.892,210,1.02,4.6,750,0.3,80,263,1315,0.1,33,N/A
J_118_3_5_2024,3/5/2024,2024,March,3,Pre Monsoon,Joymoni,22.353167,89.627667,Neap,F,7:30,17:00,1:00 PM,1,2,Sunny,9.4,N,25.22,6.3,7.89,17.53,10.33,7.29,63.3,95,8.774,137,1.51,5.9,670,0.4,80,264,1320,0.11,22.1,N/A
J_119_3_5_2024,3/5/2024,2024,March,3,Pre Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,3:00 PM,3,2,Sunny,10.1,N,25.7,7,7.9,17.55,10.34,7.33,63.1,35.3,8.778,33,1.12,5.5,580,0.3,100,260,1300,0.05,49.3,N/A
J_120_3_5_2024,3/5/2024,2024,March,3,Pre Monsoon,Joymoni,22.353167,89.627667,Neap,R,7:30,17:00,5:00 PM,5,2,Sunny,2.2,N,25.11,7.9,7.86,17.87,10.54,7.18,61.1,58.8,8.939,57,1.25,4.6,660,0.2,90,266,1330,0.05,59.5,N/A
J_121_3_24_2024,3/24/2024,2024,March,3,Pre Monsoon,Joymoni,22.353167,89.627667,Spring,R,7:30,17:00,7:30 AM,7.5,2,Sunny,12.4,S,26.71,6.2,7.64,22.36,13.45,7.03,67.2,135,11.2,213,1.93,5,800,0.1,110,258,1290,0.09,78.4,"High wave, ship passed"
